transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,payment_status,transaction_date_parsed,transaction_year,transaction_month,transaction_month_name,transaction_quarter,email_masked,phone_masked,data_source,category_standard,standard_price,revenue
4542,1760,Brittney Johnson,106,80000.0,Sofa,Furniture,online,Delhi,02-23-2026,4,Netbanking,0.35,successful,2026-02-23,2026,2,February,Q1,24a0cafeeecbcb8195704a56d0de82daeacc2cf65ea8a4eeb707bcbb0c624004,XXXXXX6979,retail_data2,Furniture,80000,208000.0
4544,1690,Anthony Evans,110,45000.0,Microwave,Home Appliances,online,Delhi,06-26-2025,3,Card,0.1,successful,2025-06-26,2025,6,June,Q2,7fc6c59be4065858b96ea7edd961a4d91acaa982015b9d936db6743a5f4642d1,XXXXXX5645,retail_data2,Home Appliances,45000,121500.0
4545,1502,Jillian Soto,105,45000.0,TV,Electronics,online,Hyderabad,2026-04-07 00:00:00,2,Cash,0.1,successful,2026-04-07,2026,4,April,Q2,1c781278fb171591a9a5e08b69a9ddf97f134bca9f49e47c5d0fcfefb1dcc978,XXXXXX8229,retail_data2,Electronics,45000,81000.0
4546,1953,Andrea Smith,102,70000.0,Phone,Electronics,online,Hyderabad,2025-12-02 00:00:00,2,Netbanking,0.1,successful,2025-12-02,2025,12,December,Q4,56d056445499a5c59b24099b9efd9184d3bb738fc8d4683886436033555eb285,XXXXXX9274,retail_data2,Electronics,70000,126000.0
4547,1968,Bill Wong,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-10-15 00:00:00,4,Netbanking,0.1,successful,2025-10-15,2025,10,October,Q4,a82a24a7b6ed5ea76cb95e8641d0df1803cd1f87333bb4dabe881adf216860f1,XXXXXX3595,retail_data2,Furniture,80000,288000.0
4548,1205,Timothy Jimenez,102,70000.0,Phone,Electronics,online,Bangalore,04-25-2025,1,Upi,0.35,successful,2025-04-25,2025,4,April,Q2,bb885bf9a141b1ad6571b2d9c20b98bd86a41c0d242d2711e5bdc820c395fa3c,XXXXXX8888,retail_data2,Electronics,70000,45500.0
4549,1101,Timothy Smith,105,45000.0,TV,Electronics,offline,Delhi,2025-11-11 00:00:00,1,Netbanking,0.1,successful,2025-11-11,2025,11,November,Q4,7c4c4387a0c7e0b873b1527d5bb10fe2dc9a65cda3ad1be3f1bb37219f594528,XXXXXX8404,retail_data2,Electronics,45000,40500.0
4550,1791,Brenda Owens,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-03-04 00:00:00,1,Card,0.4,successful,2026-03-04,2026,3,March,Q1,d458509638a3ea48e645b15af98157d0f020ce9a9a9cd81f546389601d5df5e1,XXXXXX2030,retail_data2,Furniture,80000,48000.0
4551,1834,David Thomas,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,11-23-2025,5,Upi,0.15,successful,2025-11-23,2025,11,November,Q4,2a5dc1bdb26738e8aaba49b9a8c1d55b9a39dcc2638db6439f9550839457ad7f,XXXXXX5827,retail_data2,Home Appliances,65000,276250.0
4553,1662,Matthew Brown,104,8000.0,Shoes,Clothing,online,Mumbai,2025-10-29 00:00:00,2,Upi,0.35,successful,2025-10-29,2025,10,October,Q4,ed9830e6135d5ab7042c0504f2ecdff6ff74306a341f193df2ae6cb6017135bb,XXXXXX1709,retail_data2,Clothing,8000,10400.0
4554,1217,Colin Yang,107,50000.0,Dining Table,Furniture,online,Chennai,2025-11-17 00:00:00,3,Upi,0.15,successful,2025-11-17,2025,11,November,Q4,1142b2909c6f92ff00956265c5dac0134e4f99819043daf05501caad32daab0a,XXXXXX0764,retail_data2,Furniture,50000,127500.0
4556,1765,Holly Bennett,104,8000.0,Shoes,Clothing,online,Mumbai,06-15-2025,1,Cash,0.1,successful,2025-06-15,2025,6,June,Q2,32d726d78581762fa331bd365236f3126c27cd9ee387aa75c66b40125fe26f2f,XXXXXX6421,retail_data2,Clothing,8000,7200.0
4557,1384,Hayley Anthony,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-09-21 00:00:00,3,Upi,0.25,successful,2025-09-21,2025,9,September,Q3,ded41368872775ec255b83e22c408c3e4f9ed9f5bdcb57c4036f3ab6c26d6681,XXXXXX7407,retail_data2,Clothing,8000,18000.0
4558,1179,Alexandra May,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,04-14-2026,2,Netbanking,0.35,successful,2026-04-14,2026,4,April,Q2,9cc940b93866fbfac892e4aaa3e948bd45b5a0bccca1065a8fa04c7b12456256,XXXXXX7005,retail_data2,Home Appliances,65000,84500.0
4559,1012,Cynthia Hudson,103,1300.0,Shirt,Clothing,online,Mumbai,2026-01-05 00:00:00,5,Cash,0.4,successful,2026-01-05,2026,1,January,Q1,2c664a94e1e1955d4785633eca3f9f42de0f0faeb853b53e96c23e3ab01c2457,XXXXXX3338,retail_data2,Clothing,1300,3900.0
4560,1048,Darlene Eaton,106,80000.0,Sofa,Furniture,online,Delhi,03-22-2026,2,Cash,0.25,successful,2026-03-22,2026,3,March,Q1,bcd90804ec0045a6a5b46e649b8abddc73a6f22c19bf9cd07fe7a7b94cfd5ae7,XXXXXX1939,retail_data2,Furniture,80000,120000.0
4561,1063,Renee Liu,104,8000.0,Shoes,Clothing,online,Delhi,2025-12-13 00:00:00,4,Netbanking,0.1,successful,2025-12-13,2025,12,December,Q4,9033d9412495b1e576e1b12157affdc93915865d1da0481d12cb0812801e8697,XXXXXX0261,retail_data2,Clothing,8000,28800.0
4562,1683,Rachel King,107,50000.0,Dining Table,Furniture,offline,Bangalore,03-22-2026,2,Netbanking,0.35,successful,2026-03-22,2026,3,March,Q1,fd118156c63c0da74e882d5cef49c23812e9ea53244605745f2472c87f15313e,XXXXXX1620,retail_data2,Furniture,50000,65000.0
4563,1007,Bryan Lindsey,104,8000.0,Shoes,Clothing,online,Hyderabad,10-14-2025,4,Netbanking,0.35,successful,2025-10-14,2025,10,October,Q4,ef117f45e4705cfb50dca80892aebac3b5e7a2cd6dc14a78d991ab3c13bcbd59,XXXXXX4489,retail_data2,Clothing,8000,20800.0
4564,1870,Thomas Lambert,105,45000.0,TV,Electronics,offline,Hyderabad,12-22-2025,1,Netbanking,0.4,successful,2025-12-22,2025,12,December,Q4,0e8f1ab3a2ca622f31fc93db89cb87d408778dd148d19ba2ceaab4d984817dd2,XXXXXX3416,retail_data2,Electronics,45000,27000.0
4565,1651,Keith Baker,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-07-09 00:00:00,1,Netbanking,0.1,successful,2025-07-09,2025,7,July,Q3,6abe51f2eb51a44496d13612fd444aad56889b0b0325bfc277b6c1327ed4a976,XXXXXX7465,retail_data2,Home Appliances,65000,58500.0
4566,1990,Regina Coleman,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-05-27 00:00:00,4,Netbanking,0.35,successful,2025-05-27,2025,5,May,Q2,a001db8b3576427551a124f0d18c734374fb09aa8f9816493ff63eaa78d67305,XXXXXX5304,retail_data2,Home Appliances,15000,39000.0
4567,1304,Charlotte Odom,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2026-02-14 00:00:00,5,Upi,0.1,successful,2026-02-14,2026,2,February,Q1,08b1afe813cddc9372483cbfa650ee697a6be03e9d760852a6579ebe1a06d431,XXXXXX6294,retail_data2,Home Appliances,65000,292500.0
4568,1135,Brian Foster,102,70000.0,Phone,Electronics,online,Hyderabad,12-31-2025,1,Card,0.2,successful,2025-12-31,2025,12,December,Q4,671f11447119903c3cf433cd0769624202b53f4e6e6896c04720adde45be0330,XXXXXX1785,retail_data2,Electronics,70000,56000.0
4569,1311,Elizabeth Peck,105,45000.0,TV,Electronics,online,Hyderabad,2026-02-11 00:00:00,4,Cash,0.15,successful,2026-02-11,2026,2,February,Q1,e9f1d5078ceaf6d05ee07c3880d578df2027612031fe66b6c956f8bb8104e90f,XXXXXX0130,retail_data2,Electronics,45000,153000.0
4570,1824,Blake Brown,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-12-06 00:00:00,1,Netbanking,0.3,successful,2025-12-06,2025,12,December,Q4,39e2448ce6abe0d42f348e5bc84a913ed66e5984fe6e106ca257d451e3961a85,XXXXXX2666,retail_data2,Clothing,1300,910.0
4571,1451,Michael Long,105,45000.0,TV,Electronics,offline,Bangalore,08-16-2025,1,Netbanking,0.15,successful,2025-08-16,2025,8,August,Q3,1acba1c214b7baacf6f41a578ccdeb4de267d7f352df5b85f14e30b350b8e85b,XXXXXX2751,retail_data2,Electronics,45000,38250.0
4572,1825,Mary Malone,110,45000.0,Microwave,Home Appliances,offline,Delhi,05-31-2025,1,Card,0.1,successful,2025-05-31,2025,5,May,Q2,7338501a29dd158b86f3596a32ece5598d65afbbae81b9534dfac686214a7657,XXXXXX7480,retail_data2,Home Appliances,45000,40500.0
4573,1161,Lucas Brown,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-05-15 00:00:00,2,Netbanking,0.1,successful,2025-05-15,2025,5,May,Q2,ad6fb6535da0783700554a3ddabedf56155039587c27a5d25cae0fea0ee72bf9,XXXXXX8284,retail_data2,Home Appliances,65000,117000.0
4574,1252,Brad Galloway,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-11-17 00:00:00,2,Cash,0.25,successful,2025-11-17,2025,11,November,Q4,da59a17b0c026abac6545d7d35752763e083a0b9479e222bc91a65a89b98e002,XXXXXX5445,retail_data2,Home Appliances,45000,67500.0
4575,1325,Jennifer Morgan,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-08-07 00:00:00,5,Card,0.3,successful,2025-08-07,2025,8,August,Q3,53af5b1b82d909d7236f575ab69373afcbc38777b8d864aec2726f8c7a070a59,XXXXXX0876,retail_data2,Home Appliances,15000,52500.0
4576,1643,Evelyn Cordova,104,8000.0,Shoes,Clothing,offline,Chennai,2025-11-11 00:00:00,1,Netbanking,0.25,successful,2025-11-11,2025,11,November,Q4,e8bebfb84f5fef73aaa944e46ff69c35be4cbfe5164b771d052b437993e6bf81,XXXXXX2410,retail_data2,Clothing,8000,6000.0
4577,1434,Ryan Vaughn,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,06-26-2025,4,Netbanking,0.3,successful,2025-06-26,2025,6,June,Q2,8933041d5300c746470b13b0e3febc9abc05de486ac65ad5a8d125ba92cda96f,XXXXXX3850,retail_data2,Home Appliances,15000,42000.0
4578,1021,Isaiah Campbell,110,45000.0,Microwave,Home Appliances,online,Chennai,2026-01-15 00:00:00,1,Cash,0.15,successful,2026-01-15,2026,1,January,Q1,87673d80e480718f7e0bab148d5d97abc77e523833febb399c79fabf0378cd7d,XXXXXX3309,retail_data2,Home Appliances,45000,38250.0
4579,1618,Malik Torres,105,45000.0,TV,Electronics,offline,Chennai,04-28-2025,2,Upi,0.4,successful,2025-04-28,2025,4,April,Q2,b66c09870dedeb0c50ff93f4d741b8d2a3f2ccc0eb258d55ad8907cd908da613,XXXXXX5612,retail_data2,Electronics,45000,54000.0
4580,1201,Kimberly Lawrence,104,8000.0,Shoes,Clothing,offline,Mumbai,2026-04-04 00:00:00,5,Card,0.25,successful,2026-04-04,2026,4,April,Q2,ac64b847630a63b00d25b1b1f0ef199c188132c5def7833dd0097c624dfac60a,XXXXXX0407,retail_data2,Clothing,8000,30000.0
4581,1826,Benjamin Chan,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,08-20-2025,4,Cash,0.25,successful,2025-08-20,2025,8,August,Q3,3754f482796c34692914426e92b41dcc2fe5098741e7329546c5ba4c982e8dc2,XXXXXX1264,retail_data2,Home Appliances,15000,45000.0
4582,1385,Christina Bates,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-12-28 00:00:00,5,Upi,0.05,successful,2025-12-28,2025,12,December,Q4,306be740db2311697d46f17eb962c16f6032a9438ee629e839bc40b667746c58,XXXXXX2278,retail_data2,Clothing,8000,38000.0
4583,1322,Heather Escobar,104,8000.0,Shoes,Clothing,online,Bangalore,2025-09-21 00:00:00,5,Upi,0.35,successful,2025-09-21,2025,9,September,Q3,ee12ae9d6261a43823f6c07eaea426bd2c3a5b8c4a226fcad6c86365359d9fe1,XXXXXX8220,retail_data2,Clothing,8000,26000.0
4584,1864,Dennis Beard,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-08-10 00:00:00,4,Netbanking,0.1,successful,2025-08-10,2025,8,August,Q3,570b8e57773b534f4d5098ff8c24fd0e01916479f60d310c6f0e1f0baa7c0279,XXXXXX2310,retail_data2,Electronics,70000,252000.0
4585,1135,Brian Foster,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-04-10 00:00:00,1,Card,0.35,successful,2025-04-10,2025,4,April,Q2,671f11447119903c3cf433cd0769624202b53f4e6e6896c04720adde45be0330,XXXXXX1785,retail_data2,Electronics,250000,162500.0
4586,1636,Natalie Robinson,105,45000.0,TV,Electronics,online,Hyderabad,2026-04-15 00:00:00,1,Netbanking,0.35,successful,2026-04-15,2026,4,April,Q2,822a6b1e29718cb762545afb8ec160d08aabd9c60ca50c151e683be7c2980125,XXXXXX1680,retail_data2,Electronics,45000,29250.0
4587,1179,Alexandra May,104,8000.0,Shoes,Clothing,online,Chennai,2025-07-22 00:00:00,3,Upi,0.05,successful,2025-07-22,2025,7,July,Q3,9cc940b93866fbfac892e4aaa3e948bd45b5a0bccca1065a8fa04c7b12456256,XXXXXX7005,retail_data2,Clothing,8000,22800.0
4588,1905,Christopher Love,106,80000.0,Sofa,Furniture,online,Bangalore,2026-06-04 00:00:00,4,Cash,0.1,successful,2026-06-04,2026,6,June,Q2,57ed4025fc2c16771bbc94776fe5ca64f3c3464c5ec4804b5659fc33497d3d28,XXXXXX8988,retail_data2,Furniture,80000,288000.0
4589,1432,Mercedes Oneal,104,8000.0,Shoes,Clothing,online,Hyderabad,06-16-2025,1,Card,0.15,successful,2025-06-16,2025,6,June,Q2,8da4685e8c180a57be7c382d7b84c5f1106c8b09d510fcc2e2c7e9feaaef757a,XXXXXX6726,retail_data2,Clothing,8000,6800.0
4590,1594,Mike Chase,107,50000.0,Dining Table,Furniture,online,Mumbai,2026-02-23 00:00:00,3,Netbanking,0.15,successful,2026-02-23,2026,2,February,Q1,3da30d8dc93e4ae62b054cedb3509e13926d7e70436fd4e3d6619be013a9c0a6,XXXXXX1267,retail_data2,Furniture,50000,127500.0
4591,1268,Jill Curtis,102,70000.0,Phone,Electronics,online,Hyderabad,2025-10-09 00:00:00,5,Upi,0.15,successful,2025-10-09,2025,10,October,Q4,30a3eebbb09da78d03461c1f91cc023c04fd4c3e878e9d65a1039c7ee58a27c3,XXXXXX9083,retail_data2,Electronics,70000,297500.0
4592,1672,Tiffany Perry,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-10-10 00:00:00,2,Upi,0.35,successful,2025-10-10,2025,10,October,Q4,0628e9835522369abe3ccbe6124976a2b8fb33b80911d02d18dbdc21626b45a1,XXXXXX3993,retail_data2,Home Appliances,15000,19500.0
4593,1664,Diane King,101,250000.0,Laptop,Electronics,online,Bangalore,2025-07-23 00:00:00,4,Upi,0.35,successful,2025-07-23,2025,7,July,Q3,a96e298efbaea188e0d86a46f88b02fea6f70a15afb7747769a2236bb13fc40b,XXXXXX4528,retail_data2,Electronics,250000,650000.0
4594,1676,Jack Mata,101,250000.0,Laptop,Electronics,offline,Delhi,11-23-2025,4,Netbanking,0.1,successful,2025-11-23,2025,11,November,Q4,3ae5527fe94ec1c5e6fedd9f9edd527ca48441db9437ef077426c11e268b8849,XXXXXX9565,retail_data2,Electronics,250000,900000.0
4595,1719,Laurie Hill,102,70000.0,Phone,Electronics,offline,Chennai,11-27-2025,4,Upi,0.35,successful,2025-11-27,2025,11,November,Q4,c6bfa875dd33d2ed7f6e7791c29831d6e898d717c5294c2d94255527339d0ef1,XXXXXX8960,retail_data2,Electronics,70000,182000.0
4596,1587,Dylan Colon,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-07-08 00:00:00,3,Cash,0.35,successful,2025-07-08,2025,7,July,Q3,24edadef0b3b5e4bcc1f0555171b418dd8f474016f36543764bb2ee58fec7014,XXXXXX1882,retail_data2,Home Appliances,15000,29250.0
4597,1081,Robert Lucas,102,70000.0,Phone,Electronics,online,Hyderabad,2025-06-06 00:00:00,1,Netbanking,0.3,successful,2025-06-06,2025,6,June,Q2,1efd6b34e29c071f4e2785b1a25bdba1669f151d3fbb837961d7b4a035a4073f,XXXXXX1415,retail_data2,Electronics,70000,49000.0
4598,1770,Daniel Lester,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-09-24 00:00:00,2,Cash,0.05,successful,2025-09-24,2025,9,September,Q3,c30e1474975089a8a3d34a6679dd6d7bbd340234e95b175b9f8bb7d65428f667,XXXXXX6411,retail_data2,Home Appliances,15000,28500.0
4599,1794,Diana Anderson,107,50000.0,Dining Table,Furniture,online,Delhi,2025-08-31 00:00:00,2,Cash,0.25,successful,2025-08-31,2025,8,August,Q3,b78f38769f28449212b3442e5e01eefffae8f477f1223019ca47ccd99b02ac43,XXXXXX4294,retail_data2,Furniture,50000,75000.0
4600,1950,Steven Patel,105,45000.0,TV,Electronics,online,Chennai,2025-12-08 00:00:00,1,Netbanking,0.35,successful,2025-12-08,2025,12,December,Q4,9353a7c4d200efbf9c122b1a813eae265587e68a8dce64327cdec89c928b5146,XXXXXX0095,retail_data2,Electronics,45000,29250.0
4601,1920,Caitlin Stokes,105,45000.0,TV,Electronics,offline,Chennai,2025-06-13 00:00:00,5,Cash,0.15,successful,2025-06-13,2025,6,June,Q2,1a8afab609ed7b70637692cb3b312388f7b1c5344fa32b4571543303df6adf6c,XXXXXX2128,retail_data2,Electronics,45000,191250.0
4602,1856,Katelyn Wallace,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-12-13 00:00:00,4,Card,0.05,successful,2025-12-13,2025,12,December,Q4,8c1c7ad427d88e0e533fed4e7e8b0ca2f0b3b63a58093bb467ab79b199d7fd55,XXXXXX2543,retail_data2,Furniture,50000,190000.0
4603,1553,Brandon Terry,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-10-26 00:00:00,3,Cash,0.15,successful,2025-10-26,2025,10,October,Q4,6b4987bee251294905044ee472fd58379ed6c318d8bd397bc4f7259549533a18,XXXXXX8444,retail_data2,Clothing,1300,3315.0
4604,1849,Laura Cox,101,250000.0,Laptop,Electronics,online,Delhi,2025-11-12 00:00:00,4,Upi,0.15,successful,2025-11-12,2025,11,November,Q4,3ceb5331aabb3c3797098095872c77a995805101a7365fccd312da5f3b6a385b,XXXXXX3325,retail_data2,Electronics,250000,850000.0
4605,1624,Krista Miller,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-11-03 00:00:00,3,Cash,0.25,successful,2025-11-03,2025,11,November,Q4,b59e1ec8f1e9c6dece95cfce4d667e0892a7ee790879637b347de02ae6bf7111,XXXXXX0850,retail_data2,Home Appliances,15000,33750.0
4606,1891,Rachael Harper,105,45000.0,TV,Electronics,offline,Chennai,2026-02-07 00:00:00,3,Netbanking,0.1,successful,2026-02-07,2026,2,February,Q1,348939147e61edf88823b46ffd8e1f8ec5ffb2e7856dafb3a52595f6ee0571ed,XXXXXX1229,retail_data2,Electronics,45000,121500.0
4607,1711,Neil Farley,103,1300.0,Shirt,Clothing,offline,Mumbai,10-16-2025,5,Netbanking,0.3,successful,2025-10-16,2025,10,October,Q4,b9bc28af993280c84094a8ccd7d909a9390cf981cd1fdf6a27e178e0c401c5cb,XXXXXX9283,retail_data2,Clothing,1300,4550.0
4608,1103,Steven Martinez,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2026-08-02 00:00:00,2,Netbanking,0.35,successful,2026-08-02,2026,8,August,Q3,9a2b0f8f2661082bc6094fc80cdcf61637ba207414bfb0f846216aa04dc0054f,XXXXXX5377,retail_data2,Home Appliances,15000,19500.0
4609,1044,Joseph Stephens,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-12-20 00:00:00,3,Cash,0.4,successful,2025-12-20,2025,12,December,Q4,f31b4d3d709b4c75700fea310f2ba66797526b3bc4f8b95bbaaebf1db9702991,XXXXXX2783,retail_data2,Electronics,250000,450000.0
4610,1423,Aaron Morgan,104,8000.0,Shoes,Clothing,offline,Chennai,05-31-2025,4,Upi,0.2,successful,2025-05-31,2025,5,May,Q2,fcb9715437cf40cdb47149c6917f2fbe42d3f0a10166796d70f0f48d01f84a7e,XXXXXX0195,retail_data2,Clothing,8000,25600.0
4611,1045,Natalie Gibson,103,1300.0,Shirt,Clothing,offline,Chennai,2026-03-03 00:00:00,2,Netbanking,0.05,successful,2026-03-03,2026,3,March,Q1,67b743742500ccf9908d16fef9ba64cfd1761a473bcab2a01b46d32d7d578986,XXXXXX1404,retail_data2,Clothing,1300,2470.0
4612,1806,Michele Lewis,102,70000.0,Phone,Electronics,offline,Bangalore,2026-02-18 00:00:00,5,Netbanking,0.35,successful,2026-02-18,2026,2,February,Q1,5961600001b4a9c5c655bcc88c6307662eb3772d8bbd54151444c609d6563d1c,XXXXXX6142,retail_data2,Electronics,70000,227500.0
4613,1129,Richard Kelly,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,03-24-2026,3,Card,0.3,successful,2026-03-24,2026,3,March,Q1,553ca661813cdbd98d7320f1169caa7f0c1ca42bc0f5aff84411a55e0f7a1e9d,XXXXXX5353,retail_data2,Home Appliances,45000,94500.0
4614,1019,Judy Graham,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-12-02 00:00:00,5,Netbanking,0.15,successful,2025-12-02,2025,12,December,Q4,688b8b3c325395add55715bf1a3eed9bfd6d4b306ef937321551fe7ddb6775fe,XXXXXX4595,retail_data2,Clothing,8000,34000.0
4615,1289,Robert Mccoy,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-05-06 00:00:00,4,Upi,0.1,successful,2025-05-06,2025,5,May,Q2,604271bc653c6b65d50a421abf16d0ee5299ed1481a1812faeb9762011cc5821,XXXXXX7927,retail_data2,Clothing,1300,4680.0
4616,1419,Jessica Mays,101,250000.0,Laptop,Electronics,online,Bangalore,2025-06-23 00:00:00,2,Cash,0.4,successful,2025-06-23,2025,6,June,Q2,247c2342d591fc798db0b085e5e0d4aacb3cb047a348db645ddcba1d4678fe26,XXXXXX2345,retail_data2,Electronics,250000,300000.0
4617,1455,Jason Taylor,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-09-25 00:00:00,5,Upi,0.15,successful,2025-09-25,2025,9,September,Q3,8bcc56f575dde11364a3c6eee6385073745ad483ea874e2b0aaa321d9db748e7,XXXXXX3342,retail_data2,Furniture,80000,340000.0
4618,1393,Alejandro Bonilla,102,70000.0,Phone,Electronics,offline,Mumbai,2025-12-26 00:00:00,5,Netbanking,0.15,successful,2025-12-26,2025,12,December,Q4,5687262e02c349d684c89fc4ecc2fed51f24b0b27bba912ef10c7579651a2f02,XXXXXX4253,retail_data2,Electronics,70000,297500.0
4619,1110,Thomas Travis,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-09-02 00:00:00,2,Netbanking,0.4,successful,2025-09-02,2025,9,September,Q3,0f42630ae61e2f46e127372b25d706e96a58c49e5da76f888a66d7d1ece77c3d,XXXXXX2750,retail_data2,Electronics,250000,300000.0
4620,1446,Patrick Conner,102,70000.0,Phone,Electronics,online,Bangalore,2025-10-31 00:00:00,2,Card,0.35,successful,2025-10-31,2025,10,October,Q4,3c7f1ae8bb3be5e0071eecee079ac23816e5bec370edb001522de05ccc241950,XXXXXX9678,retail_data2,Electronics,70000,91000.0
4621,1759,Tamara Carter,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-07-03 00:00:00,3,Netbanking,0.3,successful,2026-07-03,2026,7,July,Q3,94289c566cddf335022e73e708b318d198fc3eca328d0393932442076c8f2b9e,XXXXXX8655,retail_data2,Home Appliances,15000,31500.0
4622,1347,George Hill,106,80000.0,Sofa,Furniture,offline,Chennai,2026-03-19 00:00:00,5,Upi,0.2,successful,2026-03-19,2026,3,March,Q1,2c18e31afa0a2c9ebe3f3d69180f4067875b6faa12730b1f707654590ec0bda1,XXXXXX8692,retail_data2,Furniture,80000,320000.0
4624,1579,Jennifer Randall,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-11-15 00:00:00,1,Card,0.35,successful,2025-11-15,2025,11,November,Q4,69085617c755bd31a394fdaeb1374a518d9f8537e27fe649071181d94ac0e0f3,XXXXXX2752,retail_data2,Electronics,70000,45500.0
4625,1863,Savannah Richards,110,45000.0,Microwave,Home Appliances,offline,Bangalore,11-22-2025,5,Netbanking,0.1,successful,2025-11-22,2025,11,November,Q4,a035f0a4c3e9d045f11937ce8326286d6fcab02b9f0f235f08a445efb56e8cf4,XXXXXX4780,retail_data2,Home Appliances,45000,202500.0
4626,1761,Gina Nichols,103,1300.0,Shirt,Clothing,online,Chennai,2025-07-14 00:00:00,1,Card,0.15,successful,2025-07-14,2025,7,July,Q3,1e7297747d99b694dbc9a776e4955c0683eefb30d54ab692dafcff3fe395dd01,XXXXXX4138,retail_data2,Clothing,1300,1105.0
4627,1402,Alyssa Hopkins,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,07-27-2025,2,Card,0.25,successful,2025-07-27,2025,7,July,Q3,472ecd87d42674004b44e05965b7b819269fbc7e05fef4dc0b451f9b7e20a848,XXXXXX4515,retail_data2,Home Appliances,65000,97500.0
4628,1118,Darrell Thomas,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-10-23 00:00:00,2,Cash,0.1,successful,2025-10-23,2025,10,October,Q4,452107cd801f0ead3b9f92df8dd81e30b04ebd0567e5b5d7f5a0058a394af785,XXXXXX4466,retail_data2,Furniture,80000,144000.0
4629,1612,Miguel Hernandez,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,04-25-2025,2,Card,0.2,successful,2025-04-25,2025,4,April,Q2,5b667c6f7f54741b059109c2c636a7d72908c3d8aed3c47b9e207f6be18c79b5,XXXXXX9651,retail_data2,Home Appliances,15000,24000.0
4630,1099,Mike Sanders,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-07-24 00:00:00,2,Upi,0.2,successful,2025-07-24,2025,7,July,Q3,1093c28a9cce0b704a7eef85017516f65929e8eea887ccb80c7646bdcdb2f6a4,XXXXXX0433,retail_data2,Home Appliances,65000,104000.0
4631,1290,Devin Adams,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-11-10 00:00:00,3,Netbanking,0.3,successful,2025-11-10,2025,11,November,Q4,1b67c115a18ecd114ec6520c9035b85018680ed4693f7ee9732c01a0fb186f1a,XXXXXX3022,retail_data2,Clothing,8000,16800.0
4632,1063,Renee Liu,102,70000.0,Phone,Electronics,offline,Delhi,2025-05-29 00:00:00,3,Netbanking,0.05,successful,2025-05-29,2025,5,May,Q2,9033d9412495b1e576e1b12157affdc93915865d1da0481d12cb0812801e8697,XXXXXX0261,retail_data2,Electronics,70000,199500.0
4633,1610,Amy Scott,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-06-13 00:00:00,4,Upi,0.3,successful,2025-06-13,2025,6,June,Q2,687e570daabc1162627a4c8a723d091d51646de87baf60b8cfc218343da04771,XXXXXX5051,retail_data2,Furniture,50000,140000.0
4634,1382,Natalie Daniels,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-04-17 00:00:00,5,Upi,0.05,successful,2025-04-17,2025,4,April,Q2,754a87f7c5d713b8c134155a50bf95e02d18876a76304dbabcedd6794eb7a8dd,XXXXXX6506,retail_data2,Home Appliances,15000,71250.0
